date;closes_alior;daily_returns_alior;daily_log_returns_alior;closes_ing;daily_returns_ing;daily_log_returns_ing
14/01/2024;82.27;-0.009928;-0.009978;264.75;-0.014022;-0.014121
15/01/2024;82.02;-0.003039;-0.003043;258.9;-0.022096;-0.022344
16/01/2024;80.84;-0.014387;-0.014491;258.06;-0.003244;-0.003250
17/01/2024;84.22;0.041811;0.040961;272.7;0.056731;0.055180
18/01/2024;82.86;-0.016148;-0.016280;269.77;-0.010744;-0.010803
19/01/2024;82.81;-0.000603;-0.000604;270.19;0.001557;0.001556
20/01/2024;83.97;0.014008;0.013911;280.23;0.037159;0.036485
21/01/2024;84.06;0.001072;0.001071;280.645;0.001481;0.001480
22/01/2024;84.15;0.001071;0.001070;281.06;0.001479;0.001478
23/01/2024;85.14;0.011765;0.011696;283.99;0.010425;0.010371
24/01/2024;85.38;0.002819;0.002815;287.965;0.013997;0.013900
25/01/2024;85.62;0.002811;0.002807;291.94;0.013804;0.013709
26/01/2024;85.99;0.004321;0.004312;290.68;-0.004316;-0.004325
27/01/2024;88.8;0.032678;0.032156;284.41;-0.021570;-0.021806
28/01/2024;91.93;0.035248;0.034641;288.59;0.014697;0.014590
29/01/2024;93.01;0.011748;0.011680;292.36;0.013064;0.012979
30/01/2024;89.58;-0.036878;-0.037575;289.43;-0.010022;-0.010072
31/01/2024;91.8;0.024782;0.024480;292.36;0.010123;0.010072
01/02/2024;90.08;-0.018736;-0.018914;290.895;-0.005011;-0.005024
02/02/2024;88.36;-0.019094;-0.019279;289.43;-0.005036;-0.005049
03/02/2024;87.36;-0.011317;-0.011382;286.92;-0.008672;-0.008710
04/02/2024;87.6;0.002747;0.002743;289.01;0.007284;0.007258
05/02/2024;87.84;0.002740;0.002736;291.1;0.007232;0.007206
06/02/2024;86.86;-0.011157;-0.011219;277.68;-0.046101;-0.047197
07/02/2024;88.06;0.013815;0.013721;279.53;0.006662;0.006640
08/02/2024;90.84;0.031569;0.031081;280.46;0.003327;0.003321
09/02/2024;90.32;-0.005724;-0.005741;280.46;0.000000;0.000000
10/02/2024;92.01;0.018711;0.018538;286.01;0.019789;0.019596
11/02/2024;89.4;-0.028366;-0.028777;294.34;0.029125;0.028709
12/02/2024;89.535;0.001510;0.001509;291.33;-0.010226;-0.010279
13/02/2024;89.67;0.001508;0.001507;288.32;-0.010332;-0.010386
14/02/2024;88.32;-0.015055;-0.015170;290.64;0.008047;0.008014
15/02/2024;88.405;0.000962;0.000962;289.715;-0.003183;-0.003188
16/02/2024;88.49;0.000961;0.000961;288.79;-0.003193;-0.003198
17/02/2024;91.06;0.029043;0.028629;295.73;0.024031;0.023747
18/02/2024;90.23;-0.009115;-0.009157;294.34;-0.004700;-0.004711
19/02/2024;90.32;0.000997;0.000997;293.41;-0.003160;-0.003165
20/02/2024;93.36;0.033658;0.033104;281.84;-0.039433;-0.040231
21/02/2024;90.27;-0.033098;-0.033658;286.01;0.014796;0.014687
22/02/2024;88.45;-0.020162;-0.020368;278.6;-0.025908;-0.026250
23/02/2024;89.15;0.007914;0.007883;279.53;0.003338;0.003333
24/02/2024;89.85;0.007852;0.007821;280.46;0.003327;0.003321
25/02/2024;85.5;-0.048414;-0.049625;274.9;-0.019825;-0.020024
26/02/2024;86.595;0.012807;0.012726;276.29;0.005056;0.005044
27/02/2024;87.69;0.012645;0.012566;277.68;0.005031;0.005018
28/02/2024;87.1;-0.006728;-0.006751;273.05;-0.016674;-0.016814
29/02/2024;87.11701299;0.000195;0.000195;273.0680519;0.000066;0.000066
01/03/2024;87.13402597;0.000195;0.000195;273.0861039;0.000066;0.000066
02/03/2024;87.15103896;0.000195;0.000195;273.1041558;0.000066;0.000066
03/03/2024;87.16805195;0.000195;0.000195;273.1222078;0.000066;0.000066
04/03/2024;87.18506494;0.000195;0.000195;273.1402597;0.000066;0.000066
05/03/2024;87.20207792;0.000195;0.000195;273.1583117;0.000066;0.000066
06/03/2024;87.21909091;0.000195;0.000195;273.1763636;0.000066;0.000066
07/03/2024;87.2361039;0.000195;0.000195;273.1944156;0.000066;0.000066
08/03/2024;87.25311688;0.000195;0.000195;273.2124675;0.000066;0.000066
09/03/2024;87.27012987;0.000195;0.000195;273.2305195;0.000066;0.000066
10/03/2024;87.28714286;0.000195;0.000195;273.2485714;0.000066;0.000066
11/03/2024;87.30415584;0.000195;0.000195;273.2666234;0.000066;0.000066
12/03/2024;87.32116883;0.000195;0.000195;273.2846753;0.000066;0.000066
13/03/2024;87.33818182;0.000195;0.000195;273.3027273;0.000066;0.000066
14/03/2024;87.35519481;0.000195;0.000195;273.3207792;0.000066;0.000066
15/03/2024;87.37220779;0.000195;0.000195;273.3388312;0.000066;0.000066
16/03/2024;87.38922078;0.000195;0.000195;273.3568831;0.000066;0.000066
17/03/2024;87.40623377;0.000195;0.000195;273.3749351;0.000066;0.000066
18/03/2024;87.42324675;0.000195;0.000195;273.392987;0.000066;0.000066
19/03/2024;87.44025974;0.000195;0.000195;273.411039;0.000066;0.000066
20/03/2024;87.45727273;0.000195;0.000195;273.4290909;0.000066;0.000066
21/03/2024;87.47428571;0.000195;0.000195;273.4471429;0.000066;0.000066
22/03/2024;87.4912987;0.000194;0.000194;273.4651948;0.000066;0.000066
23/03/2024;87.50831169;0.000194;0.000194;273.4832468;0.000066;0.000066
24/03/2024;87.52532468;0.000194;0.000194;273.5012987;0.000066;0.000066
25/03/2024;87.54233766;0.000194;0.000194;273.5193506;0.000066;0.000066
26/03/2024;87.55935065;0.000194;0.000194;273.5374026;0.000066;0.000066
27/03/2024;87.57636364;0.000194;0.000194;273.5554545;0.000066;0.000066
28/03/2024;87.59337662;0.000194;0.000194;273.5735065;0.000066;0.000066
29/03/2024;87.61038961;0.000194;0.000194;273.5915584;0.000066;0.000066
30/03/2024;87.6274026;0.000194;0.000194;273.6096104;0.000066;0.000066
31/03/2024;87.64441558;0.000194;0.000194;273.6276623;0.000066;0.000066
01/04/2024;87.66142857;0.000194;0.000194;273.6457143;0.000066;0.000066
02/04/2024;87.67844156;0.000194;0.000194;273.6637662;0.000066;0.000066
03/04/2024;87.69545455;0.000194;0.000194;273.6818182;0.000066;0.000066
04/04/2024;87.71246753;0.000194;0.000194;273.6998701;0.000066;0.000066
05/04/2024;87.72948052;0.000194;0.000194;273.7179221;0.000066;0.000066
06/04/2024;87.74649351;0.000194;0.000194;273.735974;0.000066;0.000066
07/04/2024;87.76350649;0.000194;0.000194;273.754026;0.000066;0.000066
08/04/2024;87.78051948;0.000194;0.000194;273.7720779;0.000066;0.000066
09/04/2024;87.79753247;0.000194;0.000194;273.7901299;0.000066;0.000066
10/04/2024;87.81454545;0.000194;0.000194;273.8081818;0.000066;0.000066
11/04/2024;87.83155844;0.000194;0.000194;273.8262338;0.000066;0.000066
12/04/2024;87.84857143;0.000194;0.000194;273.8442857;0.000066;0.000066
13/04/2024;87.86558442;0.000194;0.000194;273.8623377;0.000066;0.000066
14/04/2024;87.8825974;0.000194;0.000194;273.8803896;0.000066;0.000066
15/04/2024;87.89961039;0.000194;0.000194;273.8984416;0.000066;0.000066
16/04/2024;87.91662338;0.000194;0.000194;273.9164935;0.000066;0.000066
17/04/2024;87.93363636;0.000194;0.000193;273.9345455;0.000066;0.000066
18/04/2024;87.95064935;0.000193;0.000193;273.9525974;0.000066;0.000066
19/04/2024;87.96766234;0.000193;0.000193;273.9706494;0.000066;0.000066
20/04/2024;87.98467532;0.000193;0.000193;273.9887013;0.000066;0.000066
21/04/2024;88.00168831;0.000193;0.000193;274.0067532;0.000066;0.000066
22/04/2024;88.0187013;0.000193;0.000193;274.0248052;0.000066;0.000066
23/04/2024;88.03571429;0.000193;0.000193;274.0428571;0.000066;0.000066
24/04/2024;88.05272727;0.000193;0.000193;274.0609091;0.000066;0.000066
25/04/2024;88.06974026;0.000193;0.000193;274.078961;0.000066;0.000066
26/04/2024;88.08675325;0.000193;0.000193;274.097013;0.000066;0.000066
27/04/2024;88.10376623;0.000193;0.000193;274.1150649;0.000066;0.000066
28/04/2024;88.12077922;0.000193;0.000193;274.1331169;0.000066;0.000066
29/04/2024;88.13779221;0.000193;0.000193;274.1511688;0.000066;0.000066
30/04/2024;88.15480519;0.000193;0.000193;274.1692208;0.000066;0.000066
01/05/2024;88.17181818;0.000193;0.000193;274.1872727;0.000066;0.000066
02/05/2024;88.18883117;0.000193;0.000193;274.2053247;0.000066;0.000066
03/05/2024;88.20584416;0.000193;0.000193;274.2233766;0.000066;0.000066
04/05/2024;88.22285714;0.000193;0.000193;274.2414286;0.000066;0.000066
05/05/2024;88.23987013;0.000193;0.000193;274.2594805;0.000066;0.000066
06/05/2024;88.25688312;0.000193;0.000193;274.2775325;0.000066;0.000066
07/05/2024;88.2738961;0.000193;0.000193;274.2955844;0.000066;0.000066
08/05/2024;88.29090909;0.000193;0.000193;274.3136364;0.000066;0.000066
09/05/2024;88.30792208;0.000193;0.000193;274.3316883;0.000066;0.000066
10/05/2024;88.32493506;0.000193;0.000193;274.3497403;0.000066;0.000066
11/05/2024;88.34194805;0.000193;0.000193;274.3677922;0.000066;0.000066
12/05/2024;88.35896104;0.000193;0.000193;274.3858442;0.000066;0.000066
13/05/2024;88.37597403;0.000193;0.000193;274.4038961;0.000066;0.000066
14/05/2024;88.39298701;0.000193;0.000192;274.4219481;0.000066;0.000066
15/05/2024;88.41;0.000192;0.000192;274.44;0.000066;0.000066
16/05/2024;86.74;-0.018889;-0.019070;270.74;-0.013482;-0.013574
17/05/2024;86.56;-0.002075;-0.002077;269.35;-0.005134;-0.005147
18/05/2024;86.90333333;0.003966;0.003959;269.04;-0.001151;-0.001152
19/05/2024;87.24666667;0.003951;0.003943;268.73;-0.001152;-0.001153
20/05/2024;87.59;0.003935;0.003927;268.42;-0.001154;-0.001154
21/05/2024;86.25;-0.015299;-0.015417;266.11;-0.008606;-0.008643
22/05/2024;85.3;-0.011014;-0.011076;265.65;-0.001729;-0.001730
23/05/2024;86.63;0.015592;0.015472;273.05;0.027856;0.027475
24/05/2024;86.38;-0.002886;-0.002890;270.27;-0.010181;-0.010233
25/05/2024;86.55333333;0.002007;0.002005;272.43;0.007992;0.007960
26/05/2024;86.72666667;0.002003;0.002001;274.59;0.007929;0.007897
27/05/2024;86.9;0.001999;0.001997;276.75;0.007866;0.007835
28/05/2024;86.32;-0.006674;-0.006697;273.51;-0.011707;-0.011776
29/05/2024;84.71;-0.018652;-0.018828;277.68;0.015246;0.015131
30/05/2024;85.815;0.013045;0.012960;276.29;-0.005006;-0.005018
31/05/2024;86.92;0.012877;0.012794;274.9;-0.005031;-0.005044
01/06/2024;87.25333333;0.003835;0.003828;276.29;0.005056;0.005044
02/06/2024;87.58666667;0.003820;0.003813;277.68;0.005031;0.005018
03/06/2024;87.92;0.003806;0.003799;279.07;0.005006;0.004993
04/06/2024;83.14;-0.054368;-0.055901;266.57;-0.044792;-0.045826
05/06/2024;84.67;0.018403;0.018235;273.51;0.026034;0.025701
06/06/2024;85.07;0.004724;0.004713;265.18;-0.030456;-0.030929
07/06/2024;83.58;-0.017515;-0.017670;265.18;0.000000;0.000000
08/06/2024;83.53666667;-0.000518;-0.000519;265.7966667;0.002325;0.002323
09/06/2024;83.49333333;-0.000519;-0.000519;266.4133333;0.002320;0.002317
10/06/2024;83.45;-0.000519;-0.000519;267.03;0.002315;0.002312
11/06/2024;82.07;-0.016537;-0.016675;259.17;-0.029435;-0.029877
12/06/2024;85.87;0.046302;0.045262;263.33;0.016051;0.015924
13/06/2024;82.69;-0.037033;-0.037736;256.85;-0.024608;-0.024916
14/06/2024;82.87;0.002177;0.002174;256.85;0.000000;0.000000
15/06/2024;83.26333333;0.004746;0.004735;258.8566667;0.007813;0.007782
16/06/2024;83.65666667;0.004724;0.004713;260.8633333;0.007752;0.007722
17/06/2024;84.05;0.004702;0.004691;262.87;0.007692;0.007663
18/06/2024;84.51;0.005473;0.005458;262.87;0.000000;0.000000
19/06/2024;87.65;0.037155;0.036482;267.5;0.017613;0.017460
20/06/2024;86.63;-0.011637;-0.011705;268.89;0.005196;0.005183
21/06/2024;87.56;0.010735;0.010678;273.05;0.015471;0.015353
22/06/2024;87.96;0.004568;0.004558;273.05;0.000000;0.000000
23/06/2024;88.36;0.004548;0.004537;273.05;0.000000;0.000000
24/06/2024;88.76;0.004527;0.004517;273.05;0.000000;0.000000
25/06/2024;90.77;0.022645;0.022393;277.68;0.016957;0.016814
26/06/2024;91.77;0.011017;0.010957;278.6;0.003313;0.003308
27/06/2024;93.68;0.020813;0.020599;276.29;-0.008291;-0.008326
28/06/2024;93;-0.007259;-0.007285;281.38;0.018423;0.018255
29/06/2024;93.39333333;0.004229;0.004220;282.3066667;0.003293;0.003288
30/06/2024;93.78666667;0.004212;0.004203;283.2333333;0.003282;0.003277
01/07/2024;94.18;0.004194;0.004185;284.16;0.003272;0.003266
02/07/2024;91.73;-0.026014;-0.026358;276.75;-0.026077;-0.026423
03/07/2024;92.05;0.003488;0.003482;273.98;-0.010009;-0.010059
04/07/2024;91.91;-0.001521;-0.001522;277.68;0.013505;0.013414
05/07/2024;90.34;-0.017082;-0.017230;274.9;-0.010012;-0.010062
06/07/2024;90.71333333;0.004133;0.004124;275.5166667;0.002243;0.002241
07/07/2024;91.08666667;0.004116;0.004107;276.1333333;0.002238;0.002236
08/07/2024;91.46;0.004099;0.004090;276.75;0.002233;0.002231
09/07/2024;91.96;0.005467;0.005452;280.46;0.013406;0.013317
10/07/2024;91.32;-0.006960;-0.006984;277.68;-0.009912;-0.009962
11/07/2024;92.68;0.014893;0.014783;277.68;0.000000;0.000000
12/07/2024;91.91;-0.008308;-0.008343;279.99;0.008319;0.008285
13/07/2024;91.91;0.000000;0.000000;279.0666667;-0.003298;-0.003303
14/07/2024;91.91;0.000000;0.000000;278.1433333;-0.003309;-0.003314
15/07/2024;91.91;0.000000;0.000000;277.22;-0.003320;-0.003325
16/07/2024;87.59;-0.047003;-0.048143;273.05;-0.015042;-0.015156
17/07/2024;85.5;-0.023861;-0.024150;270.27;-0.010181;-0.010233
18/07/2024;88.3;0.032749;0.032224;271.66;0.005143;0.005130
19/07/2024;88.18;-0.001359;-0.001360;270.74;-0.003387;-0.003392
20/07/2024;88.73666667;0.006313;0.006293;270.1233333;-0.002278;-0.002280
21/07/2024;89.29333333;0.006273;0.006254;269.5066667;-0.002283;-0.002286
22/07/2024;89.85;0.006234;0.006215;268.89;-0.002288;-0.002291
23/07/2024;87.81;-0.022705;-0.022966;271.2;0.008591;0.008554
24/07/2024;88.96;0.013096;0.013011;269.35;-0.006822;-0.006845
25/07/2024;89.58;0.006969;0.006945;271.66;0.008576;0.008540
26/07/2024;87.36;-0.024782;-0.025095;267.96;-0.013620;-0.013714
27/07/2024;87.97666667;0.007059;0.007034;268.5766667;0.002301;0.002299
28/07/2024;88.59333333;0.007009;0.006985;269.1933333;0.002296;0.002293
29/07/2024;89.21;0.006961;0.006937;269.81;0.002291;0.002288
30/07/2024;86.36;-0.031947;-0.032469;274.9;0.018865;0.018689
31/07/2024;86.2;-0.001853;-0.001854;279.53;0.016842;0.016702
01/08/2024;84.45;-0.020302;-0.020511;265.18;-0.051336;-0.052701
02/08/2024;81.11;-0.039550;-0.040353;256.39;-0.033147;-0.033709
03/08/2024;80.91;-0.002466;-0.002469;252.6866667;-0.014444;-0.014549
04/08/2024;80.71;-0.002472;-0.002475;248.9833333;-0.014656;-0.014764
05/08/2024;80.51;-0.002478;-0.002481;245.28;-0.014874;-0.014986
06/08/2024;79.76;-0.009316;-0.009359;242.97;-0.009418;-0.009462
07/08/2024;80.14;0.004764;0.004753;238.34;-0.019056;-0.019240
08/08/2024;80.8;0.008236;0.008202;241.12;0.011664;0.011597
09/08/2024;80.65;-0.001856;-0.001858;245.28;0.017253;0.017106
10/08/2024;81.48;0.010291;0.010239;246.9766667;0.006917;0.006893
11/08/2024;82.31;0.010187;0.010135;248.6733333;0.006870;0.006846
12/08/2024;83.14;0.010084;0.010033;250.37;0.006823;0.006800
13/08/2024;89.16;0.072408;0.069907;247.6;-0.011064;-0.011125
14/08/2024;90.34;0.013235;0.013148;250.84;0.013086;0.013001
15/08/2024;92.625;0.025293;0.024979;254.54;0.014750;0.014643
16/08/2024;94.91;0.024669;0.024370;258.24;0.014536;0.014431
17/08/2024;94.68333333;-0.002388;-0.002391;257.7766667;-0.001794;-0.001796
18/08/2024;94.45666667;-0.002394;-0.002397;257.3133333;-0.001797;-0.001799
19/08/2024;94.23;-0.002400;-0.002403;256.85;-0.001801;-0.001802
20/08/2024;90.85;-0.035870;-0.036529;253.61;-0.012614;-0.012695
21/08/2024;91.5;0.007155;0.007129;252.23;-0.005441;-0.005456
22/08/2024;92.55;0.011475;0.011410;254.08;0.007335;0.007308
23/08/2024;92.68;0.001405;0.001404;252.69;-0.005471;-0.005486
24/08/2024;92.47;-0.002266;-0.002268;251.4566667;-0.004881;-0.004893
25/08/2024;92.26;-0.002271;-0.002274;250.2233333;-0.004905;-0.004917
26/08/2024;92.05;-0.002276;-0.002279;248.99;-0.004929;-0.004941
27/08/2024;91.32;-0.007930;-0.007962;250.84;0.007430;0.007403
28/08/2024;93.32;0.021901;0.021665;250.37;-0.001874;-0.001875
29/08/2024;93.27;-0.000536;-0.000536;250.37;0.000000;0.000000
30/08/2024;93.14;-0.001394;-0.001395;258.24;0.031433;0.030950
31/08/2024;93.44333333;0.003257;0.003251;257.3133333;-0.003588;-0.003595
01/09/2024;93.74666667;0.003246;0.003241;256.3866667;-0.003601;-0.003608
02/09/2024;94.05;0.003236;0.003230;255.46;-0.003614;-0.003621
03/09/2024;92.09;-0.020840;-0.021060;251.76;-0.014484;-0.014590
04/09/2024;92.64;0.005972;0.005955;253.61;0.007348;0.007321
05/09/2024;90.65;-0.021481;-0.021715;248.99;-0.018217;-0.018385
06/09/2024;85.34;-0.058577;-0.060363;236.95;-0.048355;-0.049564
07/09/2024;85.72666667;0.004531;0.004521;237.4133333;0.001955;0.001953
08/09/2024;86.11333333;0.004510;0.004500;237.8766667;0.001952;0.001950
09/09/2024;86.5;0.004490;0.004480;238.34;0.001948;0.001946
10/09/2024;84.52;-0.022890;-0.023156;236.03;-0.009692;-0.009739
11/09/2024;81.05;-0.041055;-0.041922;226.77;-0.039232;-0.040023
12/09/2024;82.91;0.022949;0.022689;239.27;0.055122;0.053656
13/09/2024;85.94;0.036546;0.035894;242.97;0.015464;0.015345
14/09/2024;85.44333333;-0.005779;-0.005796;242.0433333;-0.003814;-0.003821
15/09/2024;84.94666667;-0.005813;-0.005830;241.1166667;-0.003829;-0.003836
16/09/2024;84.45;-0.005847;-0.005864;240.19;-0.003843;-0.003851
17/09/2024;85.41;0.011368;0.011304;242.51;0.009659;0.009613
18/09/2024;84.96;-0.005269;-0.005283;242.51;0.000000;0.000000
19/09/2024;87.23;0.026718;0.026368;237.42;-0.020989;-0.021212
20/09/2024;84.51;-0.031182;-0.031678;238.8;0.005812;0.005796
21/09/2024;84.12666667;-0.004536;-0.004546;238.1833333;-0.002582;-0.002586
22/09/2024;83.74333333;-0.004557;-0.004567;237.5666667;-0.002589;-0.002592
23/09/2024;83.36;-0.004577;-0.004588;236.95;-0.002596;-0.002599
24/09/2024;83.98;0.007438;0.007410;243.43;0.027348;0.026980
25/09/2024;84.09;0.001310;0.001309;241.12;-0.009489;-0.009535
26/09/2024;88.67;0.054465;0.053034;246.67;0.023018;0.022757
27/09/2024;87.61;-0.011954;-0.012026;245.28;-0.005635;-0.005651
28/09/2024;86.47666667;-0.012936;-0.013021;244.6633333;-0.002514;-0.002517
29/09/2024;85.34333333;-0.013106;-0.013192;244.0466667;-0.002520;-0.002524
30/09/2024;84.21;-0.013280;-0.013369;243.43;-0.002527;-0.002530
01/10/2024;82.87;-0.015913;-0.016041;237.42;-0.024689;-0.024999
02/10/2024;82.6;-0.003258;-0.003263;240.66;0.013647;0.013554
03/10/2024;80.09;-0.030387;-0.030859;236.03;-0.019239;-0.019426
04/10/2024;80.25;0.001998;0.001996;236.95;0.003898;0.003890
05/10/2024;80.22;-0.000374;-0.000374;237.4133333;0.001955;0.001953
06/10/2024;80.19;-0.000374;-0.000374;237.8766667;0.001952;0.001950
07/10/2024;80.16;-0.000374;-0.000374;238.34;0.001948;0.001946
08/10/2024;80.25;0.001123;0.001122;239.73;0.005832;0.005815
09/10/2024;84.56;0.053707;0.052315;242.97;0.013515;0.013425
10/10/2024;85.29;0.008633;0.008596;242.51;-0.001893;-0.001895
11/10/2024;85.94;0.007621;0.007592;247.6;0.020989;0.020772
12/10/2024;86.29666667;0.004150;0.004142;248.5233333;0.003729;0.003722
13/10/2024;86.65333333;0.004133;0.004125;249.4466667;0.003715;0.003708
14/10/2024;87.01;0.004116;0.004108;250.37;0.003702;0.003695
15/10/2024;86.67;-0.003908;-0.003915;255.93;0.022207;0.021964
16/10/2024;87.7;0.011884;0.011814;254.08;-0.007229;-0.007255
17/10/2024;85.01;-0.030673;-0.031153;242.51;-0.045537;-0.046606
18/10/2024;85.87;0.010116;0.010066;245.28;0.011422;0.011357
19/10/2024;85.56666667;-0.003532;-0.003539;246.0533333;0.003153;0.003148
20/10/2024;85.26333333;-0.003545;-0.003551;246.8266667;0.003143;0.003138
21/10/2024;84.96;-0.003558;-0.003564;247.6;0.003133;0.003128
22/10/2024;82.91;-0.024129;-0.024425;238.8;-0.035541;-0.036188
23/10/2024;82.98;0.000844;0.000844;240.19;0.005821;0.005804
24/10/2024;81.25;-0.020848;-0.021069;239.73;-0.001915;-0.001917
25/10/2024;80.54;-0.008738;-0.008777;236.49;-0.013515;-0.013607
26/10/2024;80.20333333;-0.004180;-0.004189;235.8733333;-0.002608;-0.002611
27/10/2024;79.86666667;-0.004198;-0.004206;235.2566667;-0.002614;-0.002618
28/10/2024;79.53;-0.004215;-0.004224;234.64;-0.002621;-0.002625
29/10/2024;83.11;0.045014;0.044031;232.32;-0.009887;-0.009937
30/10/2024;80.82;-0.027554;-0.027941;236.03;0.015969;0.015843
31/10/2024;79.42;-0.017322;-0.017474;230.01;-0.025505;-0.025836
01/11/2024;80.2875;0.010923;0.010864;229.895;-0.000500;-0.000500
02/11/2024;81.155;0.010805;0.010747;229.78;-0.000500;-0.000500
03/11/2024;82.0225;0.010689;0.010633;229.665;-0.000500;-0.000501
04/11/2024;82.89;0.010576;0.010521;229.55;-0.000501;-0.000501
05/11/2024;82.87;-0.000241;-0.000241;230.94;0.006055;0.006037
06/11/2024;81.98;-0.010740;-0.010798;228.16;-0.012038;-0.012111
07/11/2024;88.19;0.075750;0.073018;236.03;0.034493;0.033912
08/11/2024;87.05;-0.012927;-0.013011;234.64;-0.005889;-0.005906
09/11/2024;86.7775;-0.003130;-0.003135;236.0275;0.005913;0.005896
10/11/2024;86.505;-0.003140;-0.003145;237.415;0.005879;0.005861
11/11/2024;86.2325;-0.003150;-0.003155;238.8025;0.005844;0.005827
12/11/2024;85.96;-0.003160;-0.003165;240.19;0.005810;0.005793
13/11/2024;82.11;-0.044788;-0.045822;239.27;-0.003830;-0.003838
14/11/2024;81.85;-0.003166;-0.003172;236.49;-0.011619;-0.011687
15/11/2024;80.45;-0.017104;-0.017252;233.71;-0.011755;-0.011825
16/11/2024;80.41;-0.000497;-0.000497;233.0933333;-0.002639;-0.002642
17/11/2024;80.37;-0.000497;-0.000498;232.4766667;-0.002646;-0.002649
18/11/2024;80.33;-0.000498;-0.000498;231.86;-0.002653;-0.002656
19/11/2024;78.02;-0.028756;-0.029178;222.14;-0.041922;-0.042826
20/11/2024;79.6;0.020251;0.020049;222.61;0.002116;0.002114
21/11/2024;79.6;0.000000;0.000000;226.31;0.016621;0.016484
22/11/2024;81.96;0.029648;0.029217;226.77;0.002033;0.002031
23/11/2024;82.71666667;0.009232;0.009190;223.0666667;-0.016331;-0.016466
24/11/2024;83.47333333;0.009148;0.009106;219.3633333;-0.016602;-0.016741
25/11/2024;84.23;0.009065;0.009024;215.66;-0.016882;-0.017026
26/11/2024;81.58;-0.031461;-0.031967;211.04;-0.021423;-0.021655
27/11/2024;81.71;0.001594;0.001592;210.11;-0.004407;-0.004416
28/11/2024;83.54;0.022396;0.022149;214.74;0.022036;0.021797
29/11/2024;82.96;-0.006943;-0.006967;218.9;0.019372;0.019187
30/11/2024;83.27666667;0.003817;0.003810;220.29;0.006350;0.006330
01/12/2024;83.59333333;0.003803;0.003795;221.68;0.006310;0.006290
02/12/2024;83.91;0.003788;0.003781;223.07;0.006270;0.006251
03/12/2024;82.83;-0.012871;-0.012954;217.52;-0.024880;-0.025195
04/12/2024;81.94;-0.010745;-0.010803;220.29;0.012734;0.012654
05/12/2024;82.82;0.010740;0.010682;221.22;0.004222;0.004213
06/12/2024;82.02;-0.009660;-0.009706;230.47;0.041814;0.040963
07/12/2024;81.48666667;-0.006502;-0.006524;230.78;0.001345;0.001344
08/12/2024;80.95333333;-0.006545;-0.006567;231.09;0.001343;0.001342
09/12/2024;80.42;-0.006588;-0.006610;231.4;0.001341;0.001341
10/12/2024;80.87;0.005596;0.005580;238.34;0.029991;0.029550
11/12/2024;80.83;-0.000495;-0.000495;237.42;-0.003860;-0.003868
12/12/2024;80.87;0.000495;0.000495;233.25;-0.017564;-0.017720
13/12/2024;81.58;0.008780;0.008741;230.01;-0.013891;-0.013988
14/12/2024;82.01;0.005271;0.005257;229.8566667;-0.000667;-0.000667
15/12/2024;82.44;0.005243;0.005230;229.7033333;-0.000667;-0.000667
16/12/2024;82.87;0.005216;0.005202;229.55;-0.000668;-0.000668
17/12/2024;79.87;-0.036201;-0.036873;220.29;-0.040340;-0.041176
18/12/2024;80.87;0.012520;0.012443;224.92;0.021018;0.020800
19/12/2024;80.07;-0.009892;-0.009942;224.92;0.000000;0.000000
20/12/2024;78.73;-0.016735;-0.016877;233.71;0.039081;0.038336
21/12/2024;78.91;0.002286;0.002284;230.78;-0.012537;-0.012616
22/12/2024;79.09;0.002281;0.002278;227.85;-0.012696;-0.012777
23/12/2024;79.27;0.002276;0.002273;224.92;-0.012859;-0.012943
24/12/2024;79.1375;-0.001672;-0.001673;224.805;-0.000511;-0.000511
25/12/2024;79.005;-0.001674;-0.001676;224.69;-0.000512;-0.000512
26/12/2024;78.8725;-0.001677;-0.001679;224.575;-0.000512;-0.000512
27/12/2024;78.74;-0.001680;-0.001681;224.46;-0.000512;-0.000512
28/12/2024;78.53666667;-0.002582;-0.002586;224.15;-0.001381;-0.001382
29/12/2024;78.33333333;-0.002589;-0.002592;223.84;-0.001383;-0.001384
30/12/2024;78.13;-0.002596;-0.002599;223.53;-0.001385;-0.001386
31/12/2024;78.13;0.000000;0.000000;223.53;0.000000;0.000000
